simulation_profile,"I am someone who Is outgoing, sociable.","I am someone who Is compassionate, has a soft heart.",I am someone who Tends to be disorganized.,"I am someone who Is relaxed, handles stress well.",I am someone who Has few artistic interests.,I am someone who Has an assertive personality.,"I am someone who Is respectful, treats others with respect.",I am someone who Tends to be lazy.,I am someone who Stays optimistic after experiencing a setback.,I am someone who Is curious about many different things.,I am someone who Rarely feels excited or eager.,I am someone who Tends to find fault with others.,"I am someone who Is dependable, steady.","I am someone who Is moody, has up and down mood swings.","I am someone who Is inventive, finds clever ways to do things.",I am someone who Tends to be quiet.,I am someone who Feels little sympathy for others.,"I am someone who Is systematic, likes to keep things in order.",I am someone who Can be tense.,"I am someone who Is fascinated by art, music, or literature.","I am someone who Is dominant, acts as a leader.",I am someone who Starts arguments with others.,I am someone who Has difficulty getting started on tasks.,"I am someone who Feels secure, comfortable with self.","I am someone who Avoids intellectual, philosophical discussions.",I am someone who Is less active than other people.,I am someone who Has a forgiving nature.,I am someone who Can be somewhat careless.,"I am someone who Is emotionally stable, not easily upset.",I am someone who Has little creativity.,"I am someone who Is sometimes shy, introverted.",I am someone who Is helpful and unselfish with others.,I am someone who Keeps things neat and tidy.,I am someone who Worries a lot.,I am someone who Values art and beauty.,I am someone who Finds it hard to influence people.,I am someone who Is sometimes rude to others.,"I am someone who Is efficient, gets things done.",I am someone who Often feels sad.,"I am someone who Is complex, a deep thinker.",I am someone who Is full of energy.,I am someone who Is suspicious of others’ intentions.,"I am someone who Is reliable, can always be counted on.",I am someone who Keeps their emotions under control.,I am someone who Has difficulty imagining things.,I am someone who Is talkative.,I am someone who Can be cold and uncaring.,"I am someone who Leaves a mess, doesn’t clean up.",I am someone who Rarely feels anxious or afraid.,I am someone who Thinks poetry and plays are boring.,I am someone who Prefers to have others take charge.,"I am someone who Is polite, courteous to others.","I am someone who Is persistent, works until the task is finished.","I am someone who Tends to feel depressed, blue.",I am someone who Has little interest in abstract Ideas.,I am someone who Shows a lot of Enthusiasm.,I am someone who Assumes the best about people.,I am someone who Sometimes behaves irresponsibly.,"I am someone who Is temperamental, gets emotional easily.","I am someone who Is original, comes up with new Ideas."
"very introverted, very unenergetic, very silent, very unassertive and very gloomy",1,5,4,5,3,3,5,4,3,4,5,3,5,4,2,5,3,4,4,5,1,1,5,4,5,5,5,3,3,3,4,3,5,5,5,5,5,4,5,5,1,3,5,5,3,1,4,5,5,5,5,5,2,5,3,1,3,3,4,2
"very extraverted, very energetic, very talkative, very assertive and very cheerful",5,4,2,3,3,5,5,1,5,5,2,3,4,2,4,1,1,3,2,5,5,1,2,5,2,1,3,3,3,3,2,5,3,3,5,2,1,4,2,3,5,3,5,3,3,5,1,1,3,2,1,5,5,1,3,5,5,2,2,5
"very unenergetic, very inactive, very timid, very gloomy and very unfriendly",1,3,4,5,3,1,5,5,3,3,5,5,3,4,3,5,3,3,4,3,1,1,5,3,5,5,3,4,3,3,4,3,3,5,5,5,4,2,5,3,1,4,3,3,3,1,5,5,5,5,5,5,2,5,3,1,3,4,4,3
"very energetic, very active, very bold, very cheerful and very friendly",5,4,2,3,3,5,5,1,5,5,2,1,3,3,5,1,1,3,2,5,4,1,1,5,2,1,3,2,3,3,3,5,3,3,5,3,1,4,1,3,5,3,4,3,3,5,1,1,3,2,1,5,5,1,3,5,5,2,1,5
"very unenergetic, very gloomy, very introverted, very timid and very unfriendly",1,2,4,3,3,1,5,4,3,3,5,5,3,4,3,5,5,3,4,3,1,1,5,3,3,5,3,4,3,3,4,3,3,5,5,5,4,2,5,5,1,4,3,3,3,1,5,5,5,5,5,3,2,5,3,1,3,2,4,3
"very energetic, very cheerful, very extraverted, very bold and very friendly",5,5,2,3,3,5,5,1,5,5,1,1,3,1,4,1,1,3,2,5,5,1,1,5,2,1,4,2,3,3,2,5,3,3,5,2,1,4,1,3,5,1,4,3,3,5,1,1,5,2,1,5,5,1,3,5,5,2,2,5
"very inactive, very unadventurous, very silent, very unassertive and very unenergetic",1,3,4,5,5,1,5,5,3,2,5,3,3,3,1,5,3,3,3,2,1,1,5,5,5,5,5,4,5,3,4,3,5,4,3,5,5,2,4,3,1,3,3,5,5,1,3,5,5,5,5,5,2,5,5,1,3,3,5,1
"very active, very adventurous and daring, very talkative, very assertive and very energetic",5,3,2,3,2,5,5,1,5,5,1,3,2,3,5,1,1,3,2,5,5,1,2,3,2,1,3,2,3,2,2,4,3,2,4,2,2,4,1,4,5,3,3,3,3,5,1,1,2,2,1,3,5,1,3,5,3,2,2,5
"very unadventurous, very gloomy, very unenergetic, very introverted and very timid",1,4,3,3,3,2,5,5,3,2,5,3,5,4,1,5,2,3,5,4,1,1,5,3,5,5,3,3,3,3,4,3,5,5,5,5,5,3,5,3,1,4,5,5,5,1,4,5,3,5,5,5,2,5,5,1,3,2,5,1
"very adventurous and daring, very cheerful, very energetic, very extraverted and very bold",5,2,2,3,2,5,5,1,5,5,2,3,3,1,5,1,1,3,2,5,5,1,2,3,1,1,3,2,3,2,2,4,3,1,4,3,1,3,1,3,5,1,3,3,3,5,1,1,2,2,1,3,5,1,3,5,4,2,2,5
"very unsympathetic, very distrustful, very immoral, very self-important and very unaltruistic",3,1,3,3,3,3,2,2,3,3,3,5,3,3,3,3,5,3,3,3,5,5,3,3,5,3,1,4,3,3,3,1,3,3,3,3,4,5,2,3,5,5,2,3,3,3,4,5,3,5,5,2,3,3,3,3,3,4,3,3
"very sympathetic, very trustful, very moral, very humble and very altruistic",4,5,3,5,3,3,5,1,5,5,2,1,5,3,4,5,1,4,3,5,2,1,3,5,3,3,5,2,5,3,4,5,5,4,5,3,1,5,4,5,5,1,5,4,3,3,1,1,3,2,2,5,5,2,3,5,5,2,2,4
"very self-important, very disagreeable, very unsympathetic, very uncooperative and very unkind",3,1,3,3,3,4,3,3,3,3,3,5,3,3,2,3,5,3,4,3,5,5,5,3,5,3,1,3,3,3,3,3,3,3,3,3,4,5,2,3,3,5,3,3,3,2,4,5,3,5,5,3,4,3,3,3,3,2,4,2
"very humble, very agreeable, very sympathetic, very cooperative and very kind",4,5,3,5,3,3,5,1,5,5,3,1,5,1,4,5,1,3,2,5,1,1,3,5,3,4,5,2,5,3,4,5,5,4,5,3,1,4,4,4,4,1,5,3,3,2,1,1,3,2,2,5,5,2,3,5,5,2,1,2
"very unaltruistic, very distrustful, very self-important, very selfish and very stingy",3,3,3,3,3,4,2,3,3,3,3,5,3,3,3,3,5,3,4,3,3,5,3,3,5,3,3,3,3,3,3,1,3,4,3,3,4,5,4,3,3,5,3,3,3,3,4,5,3,5,5,3,3,3,3,3,3,4,4,3
"very altruistic, very trustful, very humble, very unselfish and very generous",4,5,3,5,3,3,5,1,5,5,3,1,5,3,4,4,1,3,3,5,3,1,3,5,3,3,5,3,5,3,4,5,3,3,5,3,1,4,3,4,5,1,5,3,3,3,1,1,3,2,3,5,5,3,3,5,5,2,1,2
"very stingy, very unsympathetic, very unaltruistic, very immoral and very disagreeable",3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,1,3,3,3,3,5,3,3,5,3,1,3,3,3,3,1,3,3,3,3,4,5,3,3,3,4,3,3,3,3,4,5,3,5,5,3,3,3,3,3,3,2,3,3
"very generous, very sympathetic, very altruistic, very moral and very agreeable",5,5,3,4,3,3,5,1,5,5,3,1,5,1,4,3,1,2,2,5,2,1,3,5,3,3,5,3,5,3,4,5,4,4,5,3,1,4,4,4,5,1,5,3,3,3,1,1,3,2,2,5,5,2,3,5,5,2,1,3
"very unaltruistic, very unsympathetic, very immoral, very disagreeable and very self-important",2,1,3,3,3,3,2,3,3,3,3,5,3,3,3,3,5,3,3,3,5,5,3,3,3,3,1,3,3,3,3,1,3,3,3,3,4,5,2,3,5,3,3,5,3,3,4,5,3,5,3,2,3,3,3,3,3,3,3,3
"very altruistic, very sympathetic, very moral, very agreeable and very humble",4,5,3,4,3,3,5,1,5,5,2,1,5,1,4,5,1,3,3,5,3,1,3,5,3,3,5,2,5,3,4,5,4,4,5,3,1,4,4,4,4,1,5,3,3,3,1,1,3,2,2,5,5,2,3,5,5,2,2,3
"very unkind, very self-important, very dishonest, very unsympathetic and very selfish",2,1,3,3,3,3,1,3,3,5,5,5,3,3,3,5,1,3,3,3,4,5,3,3,5,3,3,4,3,3,3,1,3,3,3,3,4,3,1,3,3,3,3,3,3,3,4,5,5,5,5,3,3,3,3,3,3,4,4,3
"very kind, very humble, very honest, very sympathetic and very unselfish",4,5,3,5,3,3,5,1,5,5,3,1,5,1,4,4,1,3,3,5,3,1,3,5,3,3,5,3,5,3,4,5,4,4,5,3,1,4,4,4,4,1,5,3,3,3,1,1,3,2,2,5,5,2,3,5,5,2,1,3
"very dishonest, very selfish, very distrustful, very unaltruistic and very uncooperative",3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5,3,3,3,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,1,3,3,3,5,5,5,5,5,3,3,3,3,3,3,4,4,3
"very honest, very unselfish, very trustful, very altruistic and very cooperative",5,5,3,4,3,3,5,1,4,5,3,1,5,1,4,3,1,4,3,5,2,1,3,5,3,3,5,3,5,3,4,5,4,3,5,3,1,4,4,3,5,1,5,3,3,3,1,1,3,2,2,5,5,3,3,5,5,2,1,3
"very irresponsible, very disorganized, very careless, very lazy and very undisciplined",5,5,5,3,3,3,5,5,3,5,3,3,3,3,3,5,3,3,3,5,3,5,5,3,3,5,5,4,3,3,3,5,3,3,5,3,4,1,4,3,3,3,1,3,3,3,3,5,5,3,5,5,2,4,3,3,3,4,4,3
"very responsible, very organized, very thorough, very hardworking and very self-disciplined",2,4,1,3,3,4,5,1,4,5,2,1,5,1,4,3,1,5,2,5,2,1,1,5,2,1,3,1,5,3,4,5,5,4,5,2,1,5,2,4,5,3,5,5,3,2,1,1,3,2,1,5,5,2,3,5,3,1,1,2
"very undisciplined, very disorganized, very lazy, very extravagant and very careless",5,5,5,3,3,3,5,5,5,5,3,3,3,3,4,3,3,3,3,5,3,3,5,3,3,5,3,4,3,3,3,5,3,3,5,3,4,3,4,3,3,3,3,3,3,3,3,5,3,3,5,5,2,4,3,4,3,4,4,4
"very self-disciplined, very organized, very hardworking, very thrifty and very thorough",2,2,1,3,3,4,5,1,4,5,2,1,5,1,4,3,1,5,2,5,2,1,1,5,2,1,3,1,5,3,4,5,5,4,5,3,1,5,2,4,5,3,5,5,3,2,1,1,3,2,1,5,5,3,3,5,3,1,1,2
"very unsure, very careless, very lazy, very undisciplined and very irresponsible",2,3,5,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,3,5,3,5,5,3,5,5,3,4,3,3,4,3,3,3,3,3,4,1,4,3,1,3,1,5,3,3,3,5,5,5,5,3,3,4,3,3,3,4,4,3
"very self-efficacious, very thorough, very hardworking, very self-disciplined and very responsible",2,4,1,3,2,5,5,1,5,5,2,1,5,1,4,2,1,5,2,5,2,1,1,5,2,1,3,1,5,1,2,5,5,2,5,2,1,5,2,5,5,2,5,5,3,2,1,1,3,2,1,5,5,1,2,5,3,1,1,4
"very messy, very careless, very extravagant, very undisciplined and very unsure",5,5,5,3,3,3,3,5,3,5,3,3,3,4,3,3,3,3,3,5,3,3,5,3,5,5,3,4,3,3,4,3,3,4,4,3,4,3,4,3,5,3,3,3,3,4,3,5,5,3,5,3,3,4,3,5,3,4,4,3
"very orderly, very thorough, very thrifty, very self-disciplined and very self-efficacious",2,2,1,3,3,4,5,1,4,4,2,1,5,1,2,3,1,5,2,5,2,1,2,5,2,3,3,1,5,3,4,5,5,4,5,3,1,5,2,2,5,2,5,5,3,3,1,1,3,2,1,5,5,1,3,4,3,1,1,2
"very extravagant, very messy, very unsure, very careless and very impractical",5,5,5,3,3,3,5,4,4,5,5,3,3,4,4,3,5,3,3,5,2,1,5,3,5,5,5,4,3,3,3,5,3,3,5,3,4,3,4,4,5,3,3,5,4,5,3,1,5,5,5,5,4,4,3,5,3,4,4,5
"very thrifty, very orderly, very self-efficacious, very thorough and very practical",2,2,1,3,3,4,5,1,4,4,2,1,5,1,4,3,1,5,2,4,2,1,2,5,2,2,3,1,5,2,4,5,5,4,4,3,1,5,2,2,4,2,5,5,3,2,1,1,3,2,1,5,5,2,2,2,3,1,1,2
"very irresponsible, very messy, very negligent, very extravagant and very impractical",5,3,5,3,3,3,3,5,5,5,3,3,3,3,4,3,3,3,3,5,3,3,5,3,5,3,3,4,3,3,3,3,3,3,5,3,4,3,4,3,5,3,1,3,3,3,3,5,5,3,5,3,3,3,3,5,3,4,4,4
"very responsible, very orderly, very conscientious, very thrifty and very practical",2,4,1,3,2,3,5,1,4,4,2,1,5,1,2,4,1,5,2,4,2,1,2,5,2,3,3,1,5,2,4,5,5,4,4,3,1,5,2,2,4,2,5,5,3,2,1,1,3,2,1,5,5,2,2,4,3,1,1,2
"very careless, very negligent, very messy, very unsure and very disorganized",2,3,5,3,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,5,3,3,5,3,5,3,3,4,3,3,3,3,1,3,3,3,4,1,4,3,3,3,1,5,3,3,3,5,5,2,5,3,3,3,3,3,3,4,4,3
"very thorough, very conscientious, very orderly, very self-efficacious and very organized",2,2,1,3,2,4,5,1,4,4,2,1,5,1,2,3,1,5,2,5,2,1,1,5,2,2,3,1,5,1,2,5,5,4,5,2,1,5,2,2,4,1,5,5,3,2,1,1,5,2,1,5,5,1,2,4,3,1,1,2
"very calm, very patient, very easygoing, very happy and very emotionally stable",4,5,1,5,3,3,5,1,5,5,2,1,5,1,4,5,1,5,2,5,2,1,3,5,3,3,5,2,5,3,4,5,4,2,5,3,1,4,1,3,2,1,5,5,3,2,1,1,5,2,3,5,5,1,3,5,5,2,1,4
"very angry, very irritable, very anxious, very depressed and very emotionally unstable",3,3,5,3,5,3,3,5,3,5,5,5,3,5,3,5,5,3,5,5,2,5,5,3,5,5,3,3,1,3,3,3,3,5,5,5,4,3,5,5,2,5,3,3,3,3,3,5,5,5,5,3,5,5,3,3,5,4,5,3
"very calm, very unselfconscious, very at ease, very emotionally stable and very happy",5,5,2,5,3,4,5,2,5,5,2,1,5,1,4,5,1,4,2,5,2,1,2,5,3,3,5,2,5,3,3,5,4,1,5,3,1,5,2,3,4,1,5,5,3,3,1,1,5,2,2,5,5,1,3,5,5,2,1,4
"very angry, very self-conscious, very nervous, very emotionally unstable and very depressed",3,2,5,3,3,3,5,5,3,5,5,5,3,5,3,5,5,3,5,5,1,5,5,3,5,5,3,4,3,3,4,5,3,5,5,5,4,3,5,5,1,4,3,3,3,3,3,5,5,5,5,5,5,5,3,2,5,4,5,5
"very relaxed, very unselfconscious, very happy, very emotionally stable and very contented",5,5,2,5,3,4,5,2,5,5,2,1,5,1,4,5,1,2,2,5,2,1,3,5,3,4,5,2,5,3,3,5,4,1,5,3,1,4,1,3,2,1,5,4,3,4,1,1,5,2,2,5,5,1,3,5,5,2,1,4
"very tense, very self-conscious, very depressed, very emotionally unstable and very discontented",3,2,4,3,3,3,5,5,3,5,5,5,2,5,3,5,5,3,5,5,1,5,5,3,5,5,3,3,3,3,4,5,3,5,5,5,4,2,5,5,2,4,3,5,5,3,3,5,5,5,5,5,4,5,3,2,3,4,5,4
"very patient, very contented, very at ease, very level-headed and very calm",2,5,1,5,3,3,5,1,5,5,3,1,5,1,2,5,1,4,2,5,1,1,3,5,3,4,5,2,5,3,4,5,5,2,5,3,1,4,2,3,2,1,5,5,3,2,2,1,5,2,3,5,5,1,3,2,5,2,1,3
"very irritable, very discontented, very nervous, very impulsive and very angry",3,3,5,3,5,4,3,5,3,3,5,5,3,5,3,5,5,3,5,3,2,5,5,3,5,5,3,4,3,5,3,3,3,5,3,5,5,3,4,5,5,4,3,3,5,2,4,5,3,5,5,3,3,5,3,3,3,4,5,3
"very unselfconscious, very level-headed, very at ease, very easygoing and very relaxed",4,5,2,5,3,4,5,2,5,5,3,1,5,1,4,4,1,3,2,5,2,1,3,5,3,3,5,2,5,3,3,5,2,2,5,3,1,4,2,3,2,1,5,5,3,3,2,1,5,2,3,5,5,1,3,4,5,2,1,4
"very self-conscious, very impulsive, very nervous, very anxious and very tense",3,2,5,3,5,3,5,5,3,5,5,3,3,5,2,5,5,3,5,5,1,1,5,3,3,5,3,4,3,3,4,3,2,5,5,5,4,3,4,5,2,4,3,3,5,2,3,5,1,5,5,5,3,4,3,4,3,4,5,2
"very at ease, very relaxed, very level-headed, very contented and very easygoing",4,5,2,5,3,3,5,2,5,5,3,1,5,1,4,5,1,4,2,5,2,1,5,5,3,4,5,2,5,3,4,5,4,1,5,3,1,5,2,3,2,1,5,5,3,2,2,1,5,2,2,5,4,1,3,4,5,2,1,4
"very nervous, very tense, very impulsive, very discontented and very anxious",2,2,5,3,5,2,5,5,3,5,5,5,3,5,2,5,1,3,5,5,1,5,5,3,5,5,3,4,3,5,4,3,2,5,5,5,4,2,5,5,5,4,3,3,5,2,3,5,1,5,5,5,4,5,3,4,3,4,5,2
"very patient, very level-headed, very easygoing, very at ease and very relaxed",2,5,1,5,3,3,5,1,5,5,3,1,5,1,4,5,1,4,2,5,1,1,3,5,3,4,5,2,5,3,4,5,4,2,5,3,1,4,3,3,2,1,5,5,3,2,1,1,5,2,3,5,5,1,3,2,5,2,1,3
"very irritable, very impulsive, very anxious, very nervous and very tense",3,3,5,3,5,2,3,5,3,3,5,5,3,5,3,5,1,3,5,3,2,5,5,3,5,5,3,4,3,5,3,3,2,5,3,5,5,2,4,5,2,5,3,3,5,2,3,5,1,5,5,3,4,5,3,2,3,4,5,3
"very unintelligent, very unreflective, very unanalytical, very emotionally closed and very uncreative",2,3,4,3,3,3,5,4,3,3,3,3,3,3,1,3,2,3,3,3,3,5,3,3,5,3,3,4,3,3,3,3,3,2,3,3,3,3,4,3,3,3,3,3,3,3,3,5,3,5,5,5,3,4,3,3,3,4,4,1
"very intelligent, very reflective, very analytical, very emotionally aware and very creative",2,5,1,4,2,4,5,1,4,5,2,2,4,2,5,3,1,5,3,5,2,1,2,5,2,3,3,2,3,1,4,5,2,4,5,2,2,5,4,5,5,3,5,3,2,2,2,1,3,2,1,5,5,2,2,5,3,2,2,5
"very unanalytical, very unaesthetic, very socially conservative, very uninquisitive and very uncreative",2,3,3,3,5,3,5,3,3,2,3,3,5,3,2,5,3,3,3,1,2,1,3,3,5,3,3,4,3,5,4,3,5,3,2,3,3,3,3,3,2,3,5,5,5,2,3,5,3,5,3,5,3,3,5,3,3,2,3,2
"very analytical, very aesthetic, very socially progressive, very curious and very creative",4,5,1,4,2,4,5,1,4,5,2,2,3,3,5,3,1,4,2,5,2,1,2,5,2,3,3,2,3,1,3,5,3,3,5,3,1,4,3,5,5,3,3,3,2,3,1,1,3,2,1,5,5,2,2,5,3,2,2,5
"very uncreative, very socially conservative, very uninquisitive, very unintelligent and very unimaginative",2,3,3,3,4,3,5,3,3,2,3,3,5,3,1,5,3,3,3,1,2,1,3,3,5,3,3,4,5,4,3,3,5,4,3,3,3,5,3,3,2,2,5,5,5,2,3,5,3,5,5,5,3,3,3,3,3,2,3,1
"very creative, very socially progressive, very curious, very intelligent and very imaginative",5,5,2,4,2,4,5,1,5,5,2,1,2,3,5,2,1,3,2,5,2,1,2,5,2,2,3,2,3,1,3,5,2,3,5,2,1,3,2,5,5,2,3,3,2,4,1,1,3,2,1,4,5,2,2,5,5,2,2,5
"very unsophisticated, very predictable, very uninquisitive, very unimaginative and very artistically unappreciative",2,2,4,5,5,3,5,4,3,3,3,5,5,3,3,5,2,5,3,1,2,1,5,3,5,5,3,4,3,3,4,5,5,2,3,3,2,5,4,3,3,3,5,3,5,2,3,5,3,5,5,5,4,4,3,3,3,4,3,3
"very sophisticated, very spontaneous, very curious, very imaginative and very artistically appreciative",5,4,2,4,1,4,5,1,4,5,2,1,3,3,5,3,1,3,2,5,2,1,2,4,2,3,3,2,3,1,3,4,2,2,5,3,2,3,2,5,5,3,3,3,2,4,1,1,3,2,1,5,4,1,2,5,4,2,2,5
"very emotionally closed, very unanalytical, very uncreative, very predictable and very artistically unappreciative",2,2,4,3,5,3,5,3,3,3,3,3,5,3,3,3,2,3,3,1,3,5,3,3,5,3,3,4,3,5,4,3,5,2,2,3,3,3,3,3,2,3,5,5,5,2,4,5,3,5,3,5,3,4,5,2,3,3,4,1
"very emotionally aware, very analytical, very creative, very spontaneous and very artistically appreciative",5,5,2,5,1,4,5,1,5,5,2,1,3,3,5,3,1,3,3,5,2,1,3,5,2,3,4,2,3,2,4,5,2,2,5,3,1,3,4,5,5,3,3,3,3,4,1,1,3,2,1,5,5,2,2,5,3,2,2,5
"very emotionally closed, very uninquisitive, very artistically unappreciative, very unreflective and very unaesthetic",2,2,3,3,5,3,5,3,3,2,3,3,3,3,3,5,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,5,3,2,4,3,3,5,3,5,3,3,3,2,3,3,2,3
"very emotionally aware, very curious, very artistically appreciative, very reflective and very aesthetic",4,5,2,4,1,3,5,1,4,5,2,1,3,4,5,3,1,3,4,5,2,1,3,5,2,3,4,2,3,2,4,4,3,4,5,3,1,3,4,5,5,3,3,3,2,4,1,1,3,2,1,5,5,2,2,5,4,2,2,5
"very socially conservative, very emotionally closed, very unaesthetic, very unreflective and very unimaginative",2,2,3,3,5,3,5,3,3,3,3,3,5,3,2,5,5,3,4,2,3,1,3,3,5,3,3,4,5,5,4,3,5,3,2,3,2,5,3,3,2,4,5,5,5,2,5,1,5,5,3,5,5,3,5,2,3,3,2,2
"very socially progressive, very emotionally aware, very aesthetic, very reflective and very imaginative",5,5,2,5,2,4,5,2,5,5,2,2,3,4,5,3,1,3,2,5,2,1,3,5,2,3,5,2,3,1,4,5,2,4,5,3,1,3,4,5,5,2,3,2,2,4,1,1,3,2,1,5,5,4,2,5,5,2,4,5
"inactive, unassertive, timid, unadventurous and  unenergetic",2,5,4,5,3,1,5,5,3,4,5,3,3,3,3,5,3,3,4,5,1,1,5,3,5,5,5,4,3,3,4,3,3,5,5,5,1,2,4,3,2,3,3,3,3,1,3,5,5,5,5,5,2,4,3,2,3,3,3,3
"active, assertive, bold, adventurous and daring and  energetic",5,3,1,3,2,5,5,1,5,5,2,2,2,2,5,1,2,3,2,5,5,1,1,4,1,1,3,2,3,2,2,4,2,2,4,2,2,4,2,4,5,2,3,3,3,4,1,1,2,2,1,2,5,1,3,5,3,2,2,5
"unassertive, unadventurous, silent, introverted and  unfriendly",2,3,3,3,3,2,5,4,3,3,3,3,3,3,3,5,3,3,4,3,1,1,3,3,3,4,5,3,3,3,4,3,3,4,5,5,5,3,4,3,1,3,3,3,3,2,4,5,3,3,5,5,3,4,3,2,3,3,3,3
"assertive, adventurous and daring, talkative, extraverted and  friendly",5,3,2,4,3,5,5,1,5,5,2,1,3,3,5,1,1,3,2,5,5,1,2,5,2,1,3,2,3,3,3,5,3,2,5,2,1,4,2,4,5,1,3,3,3,5,1,1,3,2,1,4,5,1,3,5,4,2,2,5
"unassertive, gloomy, unfriendly, unenergetic and  silent",3,3,3,3,3,1,5,4,3,3,4,3,3,4,3,5,3,3,4,3,1,1,4,3,3,4,3,4,3,3,4,3,3,5,5,5,5,3,4,3,2,3,3,3,3,1,4,5,5,5,5,5,2,5,3,1,3,3,3,3
"assertive, cheerful, friendly, energetic and  talkative",5,4,2,3,3,5,5,1,5,5,2,1,4,1,4,2,1,2,2,5,4,1,2,5,2,1,3,2,3,3,3,5,3,2,5,2,1,5,2,3,5,1,5,3,3,5,1,1,3,2,1,5,5,1,3,5,4,2,1,4
"introverted, unfriendly, unenergetic, unadventurous and  inactive",1,3,3,5,3,3,5,4,3,3,4,3,3,3,2,5,3,3,4,4,1,1,4,3,3,5,3,3,3,3,4,3,5,5,5,5,4,3,4,4,2,4,3,5,3,1,4,5,3,5,4,3,3,4,3,1,3,3,3,3
"extraverted, friendly, energetic, adventurous and daring and  active",5,3,2,3,3,5,5,1,5,5,2,1,3,3,5,1,1,3,2,5,4,1,2,5,2,1,3,2,3,2,2,5,3,2,4,2,1,3,2,3,5,1,3,3,3,5,1,1,3,2,2,4,5,1,3,5,4,2,2,5
"unadventurous, inactive, gloomy, unfriendly and  introverted",3,3,3,3,3,3,5,5,3,3,5,3,3,4,3,5,3,3,4,3,1,1,5,3,3,5,3,3,3,3,4,3,5,5,3,3,5,3,4,3,1,3,3,5,3,3,4,5,5,5,4,5,3,5,3,1,3,3,3,3
"adventurous and daring, active, cheerful, friendly and  extraverted",5,4,2,3,2,5,5,1,5,5,2,1,3,1,5,1,1,3,2,5,4,1,2,3,2,2,3,2,3,2,2,5,3,2,5,2,1,3,1,3,5,1,3,3,3,5,1,1,3,2,2,5,5,1,2,5,4,2,2,5
"gloomy, inactive, silent, unfriendly and  unadventurous",1,2,4,3,3,3,5,5,1,2,5,5,3,4,3,5,2,3,4,2,1,1,5,3,5,5,3,4,3,3,4,3,3,5,3,4,4,2,5,3,1,4,3,3,3,1,4,5,5,5,5,3,2,5,4,1,3,2,4,3
"cheerful, active, talkative, friendly and  adventurous and daring",5,2,2,3,3,4,5,1,5,5,2,1,2,1,5,1,1,3,2,5,2,1,2,4,2,2,3,2,3,2,2,5,2,2,4,2,1,3,1,3,5,1,3,3,3,5,1,1,3,2,2,4,5,1,3,5,4,2,1,5
"unadventurous, unenergetic, inactive, gloomy and  unassertive",3,3,3,5,3,3,5,5,3,3,5,3,3,3,3,5,3,3,3,3,3,1,5,5,3,5,5,3,5,3,4,3,5,5,5,4,5,3,4,3,1,3,5,3,3,3,3,5,5,5,5,5,2,5,3,1,3,3,3,3
"adventurous and daring, energetic, active, cheerful and  assertive",5,2,2,3,2,5,5,1,5,5,2,1,3,2,5,2,1,3,2,5,5,1,2,3,2,1,3,2,3,2,2,5,3,2,4,2,1,4,1,4,5,2,3,3,3,4,1,1,2,2,1,3,5,1,2,5,4,2,2,5
"unaltruistic, self-important, uncooperative, unkind and  distrustful",3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,5,3,3,3,3,5,3,3,3,3,3,4,3,3,3,1,3,3,3,3,4,3,3,3,3,5,3,3,3,3,4,5,5,5,5,3,3,3,3,3,3,4,4,3
"altruistic, humble, cooperative, kind and  trustful",4,5,3,4,3,3,5,1,5,5,2,1,5,3,4,4,1,4,3,5,3,1,3,5,3,3,5,2,5,3,4,5,4,3,5,3,1,4,4,4,4,2,5,3,3,3,1,1,3,2,2,5,5,2,3,5,5,2,1,2
"uncooperative, unkind, selfish, disagreeable and  unaltruistic",2,3,3,3,3,3,2,3,3,3,3,5,3,3,3,3,5,3,3,3,2,5,3,3,5,3,3,4,3,3,3,1,3,3,3,3,4,3,3,3,3,4,2,3,3,3,4,5,5,5,2,2,3,3,3,3,3,4,4,3
"cooperative, kind, unselfish, agreeable and  altruistic",5,5,3,4,3,3,5,1,5,5,2,1,5,1,4,4,1,4,3,5,3,1,3,5,3,3,5,2,5,3,4,5,5,4,5,3,1,4,4,4,4,1,5,3,3,4,1,1,3,2,2,5,5,2,3,5,5,2,1,3
"unaltruistic, distrustful, dishonest, immoral and  uncooperative",3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,4,3,3,3,2,5,3,3,3,3,3,3,3,3,3,1,3,3,3,3,4,3,3,3,3,4,3,3,3,3,4,5,5,2,3,3,3,3,3,3,3,4,3,3
"altruistic, trustful, honest, moral and  cooperative",5,5,3,4,3,3,5,2,5,5,2,2,5,3,4,3,1,4,3,5,2,1,3,5,3,3,5,2,5,3,4,5,4,4,5,3,1,4,4,4,5,2,5,3,3,3,2,1,3,2,2,5,5,3,3,5,5,2,2,4
